1000 0.562908
2000 0.624678
3000 0.529203
4000 0.607116
5000 0.590919
6000 0.597041
7000 0.618778
8000 0.574158
9000 0.597937
10000 0.603965
11000 0.616627
12000 0.638707
13000 0.571005
14000 0.620668
15000 0.604592
16000 0.608134
17000 0.581497
18000 0.678936
19000 0.621067
20000 0.60106
21000 0.598172
22000 0.655906
23000 0.677286
24000 0.595335
25000 0.60751
26000 0.555819
27000 0.637944
28000 0.598291
29000 0.631159
30000 0.650542
31000 0.619343
32000 0.666432
33000 0.572418
34000 0.569231
35000 0.587271
36000 0.631155
37000 0.616643
38000 0.622199
39000 0.61451
40000 0.584182
41000 0.612984
42000 0.652486
43000 0.586638
44000 0.645488
45000 0.604299
46000 0.62263
47000 0.589315
48000 0.609494
49000 0.602233
50000 0.572698
51000 0.659334
52000 0.681697
53000 0.647975
54000 0.65511
55000 0.638778
56000 0.592347
57000 0.607919
58000 0.644257
59000 0.624754
60000 0.599414
61000 0.623609
62000 0.621536
63000 0.605252
64000 0.581386
65000 0.612624
66000 0.62589
67000 0.655514
68000 0.61243
69000 0.584323
70000 0.661747
71000 0.614362
72000 0.62003
73000 0.627997
74000 0.640805
75000 0.689058
76000 0.662791
77000 0.612382
78000 0.719463
79000 0.69208
80000 0.70774
81000 0.692218
82000 0.757698
83000 0.756737
84000 0.721673
85000 0.757041
86000 0.751706
87000 0.790068
88000 0.890421
89000 0.914609
90000 0.958248
91000 0.998619
92000 1.0753
93000 1.11071
94000 1.0652
95000 1.22413
96000 1.27192
97000 1.29892
98000 1.51678
99000 1.65286
100000 1.76558
101000 1.85299
102000 2.09226
103000 2.23217
104000 2.47797
105000 2.68775
106000 2.95839
107000 3.26619
108000 3.56517
109000 4.0346
110000 4.49796
111000 4.92252
112000 5.5108
113000 6.11759
114000 6.87022
115000 7.73542
116000 8.58438
117000 9.58678
118000 10.7349
119000 12.1743
120000 13.5835
121000 15.3542
122000 17.3562
123000 19.5013
124000 22.0405
125000 24.9648
126000 28.1883
127000 31.9598
128000 36.0807
129000 40.843
130000 46.2599
131000 52.3333
132000 59.4204
133000 67.388
134000 76.5433
135000 87.2831
136000 99.6431
137000 113.726
138000 130.29
139000 149.567
140000 172.514
141000 199.598
142000 232.448
143000 272.637
144000 324.346
145000 394.987
146000 496.059
147000 627.427
148000 822.46
149000 1148.78
150000 1869.43
151000 6038.93
152000 2.75899e+06
153000 2.55952e+06
154000 2.88714e+06
155000 2.68859e+06
156000 2.46916e+06
157000 2.58172e+06
158000 2.60226e+06
159000 2.58553e+06
160000 2.71326e+06
161000 2.60765e+06
162000 2.52603e+06
163000 2.30139e+06
164000 2.67062e+06
165000 2.43413e+06
166000 2.74988e+06
167000 2.49247e+06
168000 2.70058e+06
169000 2.60275e+06
170000 2.65104e+06
171000 2.50403e+06
172000 2.89735e+06
173000 2.63248e+06
174000 2.46157e+06
175000 2.88952e+06
176000 2.70823e+06
177000 2.80667e+06
178000 2.7624e+06
179000 2.88695e+06
180000 2.44803e+06
181000 2.8123e+06
182000 2.71304e+06
183000 2.52828e+06
184000 2.50099e+06
185000 2.50146e+06
186000 2.78479e+06
187000 2.62295e+06
188000 2.78424e+06
189000 2.78687e+06
190000 2.71275e+06
191000 2.77081e+06
192000 2.8111e+06
193000 2.74192e+06
194000 2.70242e+06
195000 2.76399e+06
196000 2.731e+06
197000 2.59409e+06
198000 2.6101e+06
